W.T.F.,Redneck 22,Theeyy broke his jaw!
Whale Whores,Guide,"These are our favorite animals here at the Atlanta Zoo. It's Dolly and Seymour. They are beluga whales. These whales live mostly in the Arctic region- [the Japanese men strike again, making everyone else run out of the area, breaking the wall with their harpoons.]"
Whale Whores,Japanese Man 3,"(In Japanese Accent) Fuck you, whaaales!"
Whale Whores,Scene Description,The Baltimore Aquarium. Some dolphins are performing tricks when the Japanese men strike a third time.
Whale Whores,Trainer 3,"All right Jessica, now put your arms out like this. [little Jessica lifts her arms out and open] Great job, Jessica!"
Whale Whores,Japanese Man 4,"Fuck you, whaaale! [jumps onto the platform and harpoons the whale, then runs off without taking the harpoon]"
Whale Whores,Jessica,AAAAAAAA!
Whale Whores,Scene Description,"Stan's house, night, Stan's bedroom. He's moping on his bed. Randy peeks in to see how Stan is doing, then walks in and goes to Stan's bed."
Whale Whores,Randy,[sigh] Hey pal. [sits by him] Sorry your birthday got a little ruined by the Japanese.
Whale Whores,Stan,"Dad, why did they do that?"
Whale Whores,Randy,"Well Stan, the Japanese just... don't really like dolphins very much. Certainly not as much as us normal people do. But hey, at least you still got your T-shirt! [Stan moves his arms out of the way and looks at the shirt - a white ""I swam with the dolphins"" T-shirt with blood splattered on it.] And you always have your neat picture. [hands Stan the framed picture on the nightstand, which Stan opens and looks at. It's of Stan and a dead dolphin, with the caption ""My New Friend!"" underneath]"
Whale Whores,Scene Description,"The Miami Dolphins home field, Land Shark Stadium, day."
Whale Whores,Commentator 1,"Dan Dierdorf here, welcoming you to this great football matchup between the Kansas City Chiefs and the Miami Dolphins. We're all set for kickoff and- [the Japanese men strike again]"
Whale Whores,Commentator 2,Oh Dan it looks like Japanese people are now rushing onto the field. [the Japanese men stab and kill all the Dolphin players] This is not the kind of thing you want happening during kickoff. [the Japanese men run off]
Whale Whores,Japanese Man 5,"(In Japanese Accent) Fuck you, dofiiin!"
Whale Whores,Scene Description,Channel 9 News.
Whale Whores,News Anchor,"Several whales and dolphins were again slaughtered by the Japanese today, this time at the Six Flags Discovery Kingdom near San Francisco. [a shot of the Japanese killing the dolphins there] Aquariums had been experimenting with methods to keep the Japanese out, but so far nothing seems to stop them. When asked if all of Japan supported the slaughtering of whales and dolphins, the current Prime Minister of Japan, Yukio Hatoyama, had this to say:"
Whale Whores,Hatoyama,"[clears his throat] (In Japanese Accent) Fuck you weiru [gives the finger with his right hand], anda fuck you dohfiiin! [gives the finger with his left hand]"
Whale Whores,Scene Description,"Cartman's house, day. Cartman is singing Lady Gaga's ""Poker Face"". He's at the chorus while Kenny is on a Rock Band drum set. Kyle is on a Rock Band guitar."
Whale Whores,Cartman,"Can't read my, can't read my, No he can't read my poker face. She's got to love nobody. Can't read my, can't read my, No he can't read my poker face. She's got to love nobody. Papapa poker face papa poker face. Mumumumuh. Papapa poker face papa poker face. Mumumumuh."
Whale Whores,Stan,"[as Cartman finishes the chorus] Guys... guys... [Cartman turns off the mic] Look, I really think it's time for us to do something. This is all getting way out of hand."
Whale Whores,Cartman,What do you mean? This song is sweet.
Whale Whores,Stan,"No, not the song. I'm talking about the Japanese killing whales and dolphins."
Whale Whores,Kyle,"Dude, they've been doing that for a long time."
Whale Whores,Stan,"So? Dude, don't you guys care? We have to do something."
Whale Whores,Kyle,"What are we gonna do, Stan? It's, it's not like we can change the way an entire country thinks. I don't like it, but it's just the way they are."
Whale Whores,Stan,"It seems like everyone has an attitude of ""that's just the way they are"" or ""that's just the way it is""! Nobody likes it, but everybody's too busy to do anything about it!"
Whale Whores,Cartman,"I'm not too busy, Stan."
Whale Whores,Stan,You're not?
Whale Whores,Cartman,"No, I just don't care. At all."
Whale Whores,Kenny,"(Yeah, me neither.)"
Whale Whores,Stan,Kenny? You don't care about whales and dolphins being slaughtered?
Whale Whores,Cartman,"[speaking into the mic] Stan, me and Kenny don't give two shits about stupid-ass whaaales!"
Whale Whores,Stan,"You know, when all the whales and dolphins in the world are gone, people are gonna wish that at some point they had taken a little time to care just a little goddamn bit! [turns and walks out the front door. The boys don't move for a few seconds, then Cartman launches back into ""Poker Face"".]"
Whale Whores,Cartman,I wanna roll with him a hard pair we will be. I don't give a crap 'bout whales so go and hug a tree.
Whale Whores,Scene Description,"Stan's room, sometime later. He's at his desk, pissed off that Cartman and the others don't seem moved by the slaughter. Butters peeks in, then approaches Stan."
Whale Whores,Butters,Hey Stan! I heard you were looking for people who care about the Japanese slaughterin' whales.
Whale Whores,Stan,"[lights up] Yeah. Butters, do you wanna help?"
Whale Whores,Butters,"Nononono, I got stuff to do. But I wanted to tell you there's these fellers on TV. They go out in the ocean an' try to stop the Japanese wherever they are."
Whale Whores,Stan,[turns to look at Butters] Really? [gets off his chair] People who are doing something?
Whale Whores,Butters,"I watch their show all the time. And, they take volunteers."
Whale Whores,Stan,[determined] Then that's where I belong.
Whale Whores,Scene Description,"OP for Whale Wars, a montage of scenes from that show."
Whale Whores,Singer,"The world is a vampire, sent to drain."
Whale Whores,Captain Paul Watson,"Yeah, we're badass."
Whale Whores,Singer,Despite all my rage I am still just a rat in a cage.
Whale Whores,Male Crew 1,"Any means necessary! We're not protesters, we're pirates! [""Whale Wars"" shows up onscreen]"
Whale Whores,Scene Description,Whale Wars. The Sea Shepherd is shown floating in the middle of the ocean. In the bridge the Shepherd's crew is gathered.
Whale Whores,Captain,"That's definitely a Japanese boat. [looks through his binoculars] Looks like they're whaling now. [sure enough, the Japanese, on the Herro Maru No. 3, are throwing harpoons at the whales. Random cries of ""Gojira"" come forth]"
Whale Whores,Japanese Sailor,"Fuck youuu, weiruu!"
Whale Whores,First Mate,"Oh my God, they're gonna kill those humpbacks!"
Whale Whores,Woman,We've gotta do something!
Whale Whores,Captain,Pull up next to them. The fight is on!
Whale Whores,Stan,Sweet! [the Sea Shepherd pulls up alongside the Herro Maru. The whalers gather at the railings and razz the Sea Shepherd]
Whale Whores,Captain,[taking his crew out to the deck] Are we ready to do this?
Whale Whores,Crew,Yeah!
Whale Whores,Stan,Yeah. Hell yeah! Let's do it!
Whale Whores,Captain,Are we badasses?
Whale Whores,"Crew, Stan",Yeah!
Whale Whores,Captain,Are we badasses?
Whale Whores,"Crew, Stan",Yeah!
Whale Whores,Captain,"All right, so... what do we do? [the Japanese continue razzing them] Wait, I know. How about we go on their ship, and then beat ourselves up? And then we can tell the media they did it?"
Whale Whores,Crewman,"[masked] Great idea, Captain!"
Whale Whores,Aussie Crewman,I'll start right now. [begins punching himself on the cheek]
Whale Whores,Woman,"""Oh my God, Luke's been hurt trying to save whales."""
Whale Whores,Captain,"Wait, wait wait. I've got a better idea. How about I pretend to be shot? Then we can tell the media the Japanese shot me, a-and start an international c-crisis?"
Whale Whores,Stan,"Whoa, wait wait, we don't wanna just lie about stuff."
Whale Whores,Captain,Why not?
Whale Whores,Stan,"Well, 'cause then we're just douchebags, dude. Come on, they're right here. Let, let's get hardcore!"
Whale Whores,Captain,"You know what? He's right. It's time to bring out the big guns! You guys ready? [the crewmen hold up sticks of something...] Ready? And... throw the stinky butter at them! [they throw the sticks at the Herro Maru and hit it, leaving blotches in various places. One explodes next to two sailors, who just look at the mess it leaves]"
Whale Whores,Luke,"Haha, you stink now! Haha!"
Whale Whores,Stan,"Wait, that's it?"
Whale Whores,Captain,"Yeah, we make 'em stink. Haha your boat is stinky! Here, th- here, throw one."
Whale Whores,Stan,"Those guys are always covered in dolphin and whale guts. They don't care if they stink. Come on, let's break their boat."
Whale Whores,Captain,"Well no, that'd be illegal."
Whale Whores,Crewman 2,Yeah.
Whale Whores,Stan,[can't believe how toothless their threats are] I thought you guys were pirates in a war!
Whale Whores,Woman,I'm a pirate in a war.
Whale Whores,Stan,Pirates don't worry about the law! You guys said you were badasses!
Whale Whores,Captain,We are. People think our methods are extreme. But we'll keep making their boats stink as long as they're killing whales and dolphins!
Whale Whores,Luke,"The Japanese are scared of how hardcore we are. [a Japanese gunner prepares a large harpoon in a cannon and fires it off. It strikes the Shepherd's captain's head, goes through it, and pins him on the wall, killing him instantly. Blood comes out everywhere]"
Whale Whores,Woman,Paul! [the Japanese sailors cheer this small victory]
Whale Whores,Crewman,Paul?
Whale Whores,Crewman 2,What do we do?
Whale Whores,Woman,We don't have a captain!
Whale Whores,Crewman,"Oh my God, oh my God!"
Whale Whores,Woman 2,[masked] Maybe he's okay.
Whale Whores,Scene Description,"Stan turns and goes towards a utility box. He opens it, rifles through it and finds a flare gun. He takes it, goes to the railing, and fires a flare at the Herro Maru. It finds the fuel storage area, lights up, and soon the barrels and boxes in that area begin to burn and explode. The Japanese try to put out the fire, but it's no use."
Whale Whores,Crewman 2,Oh my God.
Whale Whores,Luke,What did you do?
Whale Whores,Stan,"What you assholes acted like you were doing? [cries of ""ikaban"" come from the Herro Maru as it slowly sinks in the ocean and Japanese sailors jump off the ship]"
Whale Whores,Scene Description,"Montage as Cartman sings ""Poker Face"". An Entertainment Weekly cover with Captain Stan on it and the lead story ""'Whale Wars' Gets Better. Things Actually Happen Now."" The crewmen are now throwing Molotov cocktails at the ships, and the Japanese run for cover. Next, Stan steers the Sea Shepherd. Next, Stan is shown with a large new cannon, having just fired a grenade at a whaling ship with it. The crew dances with joy. Next, a Variety cover with the new captain and the headline, ""Whale Wars Ratings Skyrocket. New Captain Not A Fat Liar Like The Old One."" Next, Stan leads the crew as they act as a volunteer security force at aquariums across the country. Next, a People cover with Captain Stan and his crew, and the cover story, ""WHALE WARS New Cast Member Turns Vegan Pussies Into Actual Pirates. 19-page exclusive article."" Finally, Stan and crew stand before a covered statue at Sea World. The Japanese head their way to get into the park."
Whale Whores,Stan,"Wait for it... wait for it... NOW! [the crew pulls at the ropes, and the covers comes off the statue - it's Godzilla.]"
Whale Whores,The Japanese,Ohhhh Gojira! Gojira! [they turn and run away]
Whale Whores,Scene Description,"Someone is reading a newspaper, the World News, on which is the headline ""LITTLE BOY SINKS ANOTHER JAPANESE BOAT!"" and a picture of Stan on the Sea Shepherd pointing at another sinking Japanese ship."
Whale Whores,Hatoyama,"Nippon no gaijin! [""Stranger to Japan!"" He looks at the paper again] Kuso, taberu na! [""Eat shit!"" Crumples up the paper and throws it down.]"
Whale Whores,Scene Description,Larry King Live.
Whale Whores,Announcer,"And now, Larry King, live."
Whale Whores,Larry King,My guest tonight is the little boy who took over the Whale Wars reality show and turned it into a big hit. Please welcome Stan Marsh and his crew.
Whale Whores,Luke,"'Ey Jordan! I'm on Larry King, mate!"
Whale Whores,Larry King,"So Stan, what motivated you, what... inspired you to get out there and make a hit TV show?"
Whale Whores,Stan,"No I, I don't really care about the TV show, I'm just trying to stop the Japanese from killing dolphins and whales."
Whale Whores,Larry King,Once you became captain the methods used to stop the Japanese definitely became more aggressive. Was that the key to help boost your ratings?
Whale Whores,Stan,"...No, I don't care about the show."
Whale Whores,Woman 2,We're pirates.
Whale Whores,Stan,I just want people to know that you can stop the Japanese if you have some real goddamned balls!
Whale Whores,Woman 2,I've got balls! [Stan looks at her a bit annoyed]
Whale Whores,Larry King,"Well there are many people who see what you're doing as a positive thing, and of course, many that see problems with it. Joining us now is one of those people and... [goes into split screen, with another guest speaking via satellite] You say Stan's methods are unethical."
Whale Whores,Sid,"Larry, you can't just go out and take matters into your own hands like this. If you want a hit TV show you have to go through producers, directors, people that are in unions."
Whale Whores,Larry King,"But Sid, you saw the show before Stan took it over; you have to admit that it was nothing but incompetent vegan pussies doing absolutely nothing and trying to turn it into drama."
Whale Whores,Sid,"Yes, but it doesn't justify changing the entire show structure that their old captain had pitched to the network."
Whale Whores,Stan,Can we please just talk about the actual whaling problem for a second?!
Whale Whores,Larry King,"But their old captain, Paul Watson [a real-life photo of him is shown], was an unorganized incompetent media whore who thought lying to everyone was okay as long as it served his cause."
Whale Whores,Sid,"He yes, of course, everyone knows that Paul Watson was a smug, narcoleptic liar with no credibility, but we must-"
Whale Whores,Stan,"Screw this, I gotta get back to work!"
Whale Whores,Scene Description,The rechristened Real Whale Wars.
Whale Whores,Announcer,"On this episode of Real Actual Whale Wars, Captain Marsh searches for the Japanese fleet, knowing they could be absolutely anywhere. [Stan is shown on the bridge planning their next move with Crewman 2]"
Whale Whores,Stan,Would you mind stepping back a little?
Whale Whores,Luke,"Captain! Captain, some new volunteers showed up to help us in our crusade! [the cameraman and boom mic operator take a few steps back]"
Whale Whores,Stan,"No- Dude, we really can't take any more volunteers."
Whale Whores,Luke,But they say you know them. [Cartman and Kenny walk through the door]
Whale Whores,Cartman,"Ahall right dude, this is pretty sweet! [his sweater has ""SAVE THE WHALES"" on it, while Kenny's parka now has ""DOLPHIN LOVER"" on it]."
Whale Whores,Stan,"Oh no, no, NO."
Whale Whores,Cartman,What dude?
Whale Whores,Stan,Oh what? So now that I have a hit TV show you guys care about dolphins and whales?
Whale Whores,Cartman,We always have.
Whale Whores,Kenny,"(Yeah, totally!)"
Whale Whores,Stan,I asked you guys to help me and you said no!
Whale Whores,Cartman,That's not what we said.
Whale Whores,Stan,"You said ""Stan, me and Kenny don't give two shits about stupid-ass whales!"""
Whale Whores,Cartman,We were talking about Wales the country.
Whale Whores,Stan,"Look, if you admit that you're only doing this because you wanna be on TV, then I'll consider it! Admit you just wanna be on TV!"
Whale Whores,Kenny,(I just want to be on TV.)
Whale Whores,Cartman,[under his breath] Kenny! [to Stan] I deserve to be on TV.
Whale Whores,Crewman 2,"Captain! Captain, the Japanese have been spotted near buoy 24!"
Whale Whores,Stan,Take us out of port! All hands to stations!
Whale Whores,Cartman,"[popping up in front of the camera] All right! Let's go save those whales, you guys! [grins and pumps a fist]"
Whale Whores,Announcer,"[an aerial view of the Sea Shepherd is shown] Captain Marsh races his boat to the last known location of the Japanese whalers. If he doesn't get there in time, hundreds of dolphins or whales could die."
Whale Whores,Stan,"As soon as we get there, we've gotta deploy the tracking device! We can't let those whales get hurt! [the Sea Shepherd lurches all of a sudden.]"
Whale Whores,Crewman 2,What the hell was that?!
Whale Whores,Crewman 3,We just got rammed.
Whale Whores,Stan,"Oh the Japanese wanna play that way, huh?!"
Whale Whores,Crewman 4,It's not the Japanese.
Whale Whores,Stan,What? [goes outside with the crew]
Whale Whores,Announcer,"On deck the crew is surprised at what they see. The other boat is from Deadliest Catch, a crab-fishing reality show."
Whale Whores,DC Captain,"You think you're so cool, don'tcha?! You think you're big boat reality show on the block?! [goes to a cage and pulls out a crab from it] You're taking away men's livelihoods!"
Whale Whores,Stan,"What? Dude, we're trying to get to some whales."
Whale Whores,DC Captain,"You're taking viewers away from our show, you stupid ass!"
Whale Whores,Cartman,"Your show is fuckin' gay, dude!"
Whale Whores,DC Crewman,Your show is fuckin' gay!
Whale Whores,Stan,Screw this! Turn hard to port! [takes the wheel and starts turning left]
Whale Whores,Announcer,"But everywhere his reality show's boat turns, the crab fishing reality boat blocks its path. [the crab boat, being smaller and faster, blocks the Sea Shepherd's path quickly]"
Whale Whores,Stan,"Dude, fuck you!"
Whale Whores,DC Captain,Fuck you!
Whale Whores,Announcer,"It's been three hours and the crab fishing reality show isn't budging. [Stan is in the captain's quarters, sitting behind a desk, his face buried in his arms] Captain Marsh's boat is dead in the water. He can't go after the Japanese, he can't help the whales or dolphins. Once again on Whale Wars, nothing is happening."
Whale Whores,Crewman 3,"[name: Benjamin Potts] It's pretty difficult times because uh, we know that every minute we're sitting here stopped, a, another whale is dying."
Whale Whores,Cartman,"[gets emotional] Really tough, you know. It's... really hard. It's like [sniff], we've dedicated all this time and all our lives to saving these majestic creatures."
Whale Whores,Kenny,(And they're all shot.) [cries]
Whale Whores,Cartman,"Shhh, Kenny... [the camera zooms in on Kenny, who's got his face in his hands] Old Ken is taking it especially hard. He's always loved dolphins so much that he- [flashes an angry look at the camera] Yeah yeah but, but keep it in a two-shot, though. [The camera pulls back to its previous position] Yeah, keep it there. [Cartman resumes his tale] He's always loved dolphins so much that he would do anything."
Whale Whores,Kenny,(I would do anything!) [puts his face back in his hands and cries.]
Whale Whores,Announcer,The crab-fishing reality show is doing just fine. [the crewmen celebrate another great catch.]
Whale Whores,DC Crew,"Yeah! Woohoo! Alright! [Stan is again shown in the captain's quarters, his face still buried in his arms on the desk]"
Whale Whores,Announcer,"But for the Whale Wars crew, it appears the show is over. Until... a sound is heard. [whale sounds. Stan lifts his head up]"
Whale Whores,Stan,What was that? [moments later the crew goes on deck. Stan is with them]
Whale Whores,Benjamin,"Captain, look!"
Whale Whores,The Crew,Wow. Whoa. [before them are a bunch of whales. One of them rams the crab fishing reality show boat]
Whale Whores,Woman 2,The whales are taking out the crab fisherman reality show!
Whale Whores,Stan,It's like... they know. [two whales latch onto buoys at either end of a net and begin to haul away the crab fishing boat.]
Whale Whores,DC Crewmen,Hey. Heeey. Noo! Stop! [the Sea Shepherd crew begin to cheer and jump for joy]
Whale Whores,Stan,They do know. They know everything I've been trying to do for them.
Whale Whores,Cartman,"Our gentle friends of the sea have saved the day. Because they know that only we can save them from the Japanese. [small plane engines are now heard. Cartman, Stan, and the others begin to look around]"
Whale Whores,Japanese Pilot,Bonzaaaaaaaai! [flies his plane right into a whale and blows up]
Whale Whores,Stan,"Jesus Christ! [Everyone looks around as more planes come in and take out the whales surrounding the boat. Two whales take a dive to deeper water, but two planes follow them under and blow up. The whales' corpses float up onto the water's surface.] We've gotta get something to shoot 'em with!"
Whale Whores,Woman 2,"Look out! [four Japanes planes crash into the boat and blow it and themselves up. Once the smoke clears, the ocean is shown, filled with debris and carcasses. The crew of the Sea Shepherd is dead... Except for Cartman, Stan, and Kenny, who swim towards a piece of wood.]"
Whale Whores,Stan,"[catching his breath] I, I can't, I can't believe it."
Whale Whores,Cartman,"Dude, you know what? Japanese people really do not like whales. [the Japanese boats pulls up to the boys' location and stops.] Uh oh."
Whale Whores,Scene Description,"Tokyo, day. The boys are in a prison cell. Cartman brings out a harmonica and starts playing it."
Whale Whores,Cartman,"Well I'm in Japanese prison Lawd Japanese prison got me down Said I'm in Japanese prison Lawd Don't belong here, my eyes are round."
Whale Whores,Stan,Will you stop that?
Whale Whores,Cartman,"Oh, I'm sorry. Am I making things uncomfortable for you Stan? It's your fault me and Kenny are in this mess!"
Whale Whores,Stan,"Things are bad enough without you being a smartass! There's whales out there being slaughtered right now and I can't do anything about it, so just keep quiet!"
Whale Whores,Cartman,"You don't have a TV show anymore, Captain, so you can just suck my Japanese-imprisoned balls! [goes back to his song. Stan goes to the cell door and looks out] I'm in a Japanese prison Lawd. Japanese balls got me down. [a door opens somewhere and two prison guards walk towards the boys' cell]"
Whale Whores,Guard,"Itte kure 'Akihito-sama irashaimasu!' [""... 'Welcome, Lord Akihito'!"" The boys, not knowing Japanese, say nothing. The guards bow to the emperor]"
Whale Whores,Emperor Akihito,"So, you are the ones who have been-a sinking our boats!"
Whale Whores,Stan,You speak English.
Whale Whores,Emperor Akihito,"You have caused us many problems, set us back many months!"
Whale Whores,Cartman,"Sir, we actually don't give two shits about you killing whales. Can we go?"
Whale Whores,Kenny,"(Yeah, can we go?)"
Whale Whores,Emperor Akihito,[steps closer to the door] Why have you done this? Why do you insist on-a making trouble for the Japanese?!
Whale Whores,Stan,Why do you do what you do?! Do you know that ninety eight percent of the world is against whaling?! Why can't you just stop?!
Whale Whores,Emperor Akihito,[turns his back on the boys] You think you have the right to tell us what is okay?! I have-a something to show you!
Whale Whores,Scene Description,"The Hiroshima Peace Memorial, day. Emperor Akihito takes the boys on a tour of the memorial."
Whale Whores,Emperor Akihito,"This is Hiroshima. Over fifty years ago this entire city was-a destroyed by nuclear bomb. We built this museum so that we never forget what-a happened. [Cartman yawns, Stan punches him on the right shoulder]"
Whale Whores,Cartman,What dude?
Whale Whores,Scene Description,Inside the Memorial.
Whale Whores,Emperor Akihito,"At-a 8:15 a.m. the people of Hiroshima were just minding their own business when out of nowhere a frash devastated them all. [an atomic bomb is detonated] Women and children who died in the frash simply evaporated. [footage of bomb victims appears] Those reft arrive suffered the worst pain of all. Burns, radiation poisoning. For generations the radiation affected the victims. Japanese babies born without rimbs. Without eyes! [Cartman snickers. The emperor turns, folds his arms over his chest, and glares at him]"
Whale Whores,Cartman,Sorry. [clears his throat.] A little gassy. 'Scuse me.
Whale Whores,Emperor Akihito,"One hundred and forty thousand Japanese were killed by atom bomb. We have never recovered from the memory of that day. It is impossible for a nation to ever forgive an act so horrible. This-a picture shows the prane that dropped the bomb. [shows it to the boys] It was called the Enora Gay. And it was frown by the monsters who dropped the bomb that day. Dohfin, and Weiru! [the pilots are shown to be a dolphin and a whale. The emperor shakes with anger]"
Whale Whores,Stan,"Ummm, where did you get that picture?"
Whale Whores,Emperor Akihito,"The Americans were nice enough to give it to us the day after the bombing. We were so-a thankful for the picture that the next day we ended our war with America. We will never forgive, never rest until they are all wiped out! Fuck you. Fuck you dohfin and-a weiru!"
Whale Whores,Cartman,So that's what this has all been about?
Whale Whores,Stan,"Dude, it wasn't actually and dolphin and a whale who bombed Hiroshima. It was the-"
Whale Whores,Cartman,"Zzzzt zzzzsssht! [whispers aloud] Dude, they won't rest until whoever is responsible is completely wiped out."
Whale Whores,Stan,"Oh, right. Look, I... I think I can make everything okay here. Can I just use a phone?"
Whale Whores,Scene Description,Kyle's bedroom. He's working at his computer when the phone rings. He picks up his cell phone and answers.
Whale Whores,Kyle,Hello? Stan?
Whale Whores,Stan,"Dude, are you sitting at your computer? I need you to do something for me."
Whale Whores,Scene Description,"At the Prime Minister's office, later."
Whale Whores,Stan,"Mister Prime Minister, Japanese officials, there's something you need to know. The photo you were given of the Enola Gay was doctored. Because the real bombers feared retaliation so badly that they... simply pointed the finger at somebody else. My government has authorized me to give you the original photo, unaltered, so you can finally know the truth. [pulls out a manila envelope and walks to the Prime Minister's desk] Dolphins and whales were just framed by the real bombers. [hands the envelope to the Prime Minister, who opens it and pulls out the ""unaltered"" photo. The Prime Minister and the officials crowd in to look at the photo.] A chicken and a cow."
Whale Whores,Emperor Akihito,Chicken and-a cow? Chicken and-a cow?!
Whale Whores,Hatoyama,Chicken and cow use poor dohfin and weiru as-a scapegoat?! This is outrage! [pounds his desk]
Whale Whores,Scene Description,"A cow pasture. Cows go about grazing, minding their own business, when the Japanese return to the U.S., only now they're killing cows."
Whale Whores,The Japanese,Fuck you cows!
Whale Whores,Scene Description,A chicken coop. The Japanese converge on it and kill the chickens inside.
Whale Whores,The Japanese,Teikara chickens!
Whale Whores,Randy,"[watches all this with Stan] Great job, son. Now the Japanese are normal, like us."
The F Word,Scene Description,"A pond in a meadow. A hummingbird flits from flower to flower, then flies off as the camera zooms out to reveal the four boys there. Stan is fishing on one rock, Kenny is resting on another reading a magazine, Kyle stands near the water's edge, Cartman is sitting behind him on a third rock."
The F Word,Cartman,"Isn't this great, you guys? Gettin' away from it all, leaving all our cares behind?"
The F Word,Stan,"Yeah, and they said the weather's gonna be nice like this all day."
The F Word,Kyle,This... is exactly what I needed.
The F Word,Kenny,"(Meee toooo.) [a second later and the roar of motorcycles is heard, making the boys jump up startled. They look around]"
The F Word,Stan,Aww! Not those guys again! [the boys leave the pond and head over to the source of the noise - a group of bikers idling at at intersection for no other reason than to revel in the sound of their own bikes' motors]
The F Word,Cartman,"God damn it, why is it every time we try to have a relaxing day a bunch of assholes on their Harley motorcycles show up?! [the bikers just cheer each other on, but the motors drown them out]"
The F Word,Stan,God! Shut up!
The F Word,Cartman,"Piss off, you stupid assholes! [the bikers ride off]"
The F Word,Scene Description,A restaurant. The Marshes and the Broflovskis are dining al fresco.
The F Word,Randy,Isn't this great food?
The F Word,Gerald,You're so right about this place. It's wonderful.
The F Word,Randy,"You know what's really interesting is that- [the bikers roar in and stop at a crosswalk at one end of the restaurant, which is called Café Monet, and rev their motors. After a few seconds they ride away] ...what's really interesting is that this place has a new owner, and they-"
The F Word,Scene Description,An outdoor wedding. Father Maxi presides.
The F Word,Father Maxi,On this gorgeous day we bring these two together for the most important ta- [the bikers roar in and slow down. The guests and the bride glare at the bikers as they roll slowly by]
The F Word,Lead Biker,Everybody's checking us out.
The F Word,Biker 2,"Yeah, they think we're pretty cool."
The F Word,Scene Description,"A diner. People go about their conversations. Among them, the bikers."
The F Word,Lead Biker,Hooo! We were definitely turnin' some heads out there.
The F Word,Biker 3,Yeah!
The F Word,Biker 2,"I was pullin' back on that throttle, and everybody was like, ""What is that?"""
The F Word,Biker 4,Fer sure!
The F Word,Biker 3,Yeah.
